time,open,high,low,close,volume
2025-07-08T17:15:00.000000000Z,3304.14,3306.435,3303.68,3305.685,2264
2025-07-08T17:20:00.000000000Z,3305.69,3308.33,3304.74,3307.6,2414
2025-07-08T17:25:00.000000000Z,3307.57,3310.525,3307.505,3308.13,4008
2025-07-08T17:30:00.000000000Z,3308.145,3308.975,3307.18,3307.18,1677
2025-07-08T17:35:00.000000000Z,3307.195,3309.06,3307.145,3307.53,1423
2025-07-08T17:40:00.000000000Z,3307.525,3307.93,3305.91,3306.31,1322
2025-07-08T17:45:00.000000000Z,3306.37,3307.84,3304.705,3306.89,1051
2025-07-08T17:50:00.000000000Z,3306.77,3307.615,3304.54,3305.53,974
2025-07-08T17:55:00.000000000Z,3305.54,3306.935,3305.25,3306.51,916
2025-07-08T18:00:00.000000000Z,3306.52,3308.33,3306.37,3307.435,1870
2025-07-08T18:05:00.000000000Z,3307.45,3308.14,3306.22,3307.365,1429
2025-07-08T18:10:00.000000000Z,3307.355,3307.675,3305.05,3305.115,1369
2025-07-08T18:15:00.000000000Z,3305.11,3306.315,3305.08,3305.84,1450
2025-07-08T18:20:00.000000000Z,3305.85,3306.3,3303.08,3304.36,1719
2025-07-08T18:25:00.000000000Z,3304.35,3304.405,3300.68,3301.795,1454
2025-07-08T18:30:00.000000000Z,3301.8,3302.515,3300.695,3302.4,1392
2025-07-08T18:35:00.000000000Z,3302.415,3304.28,3302.16,3304.15,1584
2025-07-08T18:40:00.000000000Z,3304.16,3305.435,3303.775,3304.805,1510
2025-07-08T18:45:00.000000000Z,3304.81,3306.4,3304.79,3306.085,717
2025-07-08T18:50:00.000000000Z,3306.095,3306.9,3305.315,3305.985,904
2025-07-08T18:55:00.000000000Z,3306.015,3306.31,3304.955,3305.43,603
2025-07-08T19:00:00.000000000Z,3305.465,3306.235,3304.87,3305.34,1124
2025-07-08T19:05:00.000000000Z,3305.32,3305.475,3303.38,3303.65,1130
2025-07-08T19:10:00.000000000Z,3303.62,3304.295,3302.985,3304.035,764
2025-07-08T19:15:00.000000000Z,3304.025,3304.495,3303.32,3303.56,786
2025-07-08T19:20:00.000000000Z,3303.515,3304.48,3303.345,3303.985,732
2025-07-08T19:25:00.000000000Z,3303.95,3304.2,3303.195,3303.415,755
2025-07-08T19:30:00.000000000Z,3303.36,3305.15,3303.3,3304.28,601
2025-07-08T19:35:00.000000000Z,3304.255,3304.8,3303.7,3304.345,551
2025-07-08T19:40:00.000000000Z,3304.415,3305.08,3303.885,3305.08,683
2025-07-08T19:45:00.000000000Z,3305.06,3305.86,3304.78,3305.405,612
2025-07-08T19:50:00.000000000Z,3305.4,3305.505,3304.36,3304.66,1251
2025-07-08T19:55:00.000000000Z,3304.675,3304.82,3302.495,3303.0,2124
2025-07-08T20:00:00.000000000Z,3303.01,3303.28,3301.495,3302.58,632
2025-07-08T20:05:00.000000000Z,3302.63,3303.43,3302.61,3303.38,153
2025-07-08T20:10:00.000000000Z,3303.335,3303.885,3302.79,3303.58,111
2025-07-08T20:15:00.000000000Z,3303.61,3303.685,3302.225,3302.555,193
2025-07-08T20:20:00.000000000Z,3302.625,3303.485,3302.565,3302.84,141
2025-07-08T20:25:00.000000000Z,3302.86,3303.095,3302.225,3302.325,170
2025-07-08T20:30:00.000000000Z,3302.31,3303.025,3302.035,3302.035,139
2025-07-08T20:35:00.000000000Z,3302.045,3302.12,3300.915,3301.1,244
2025-07-08T20:40:00.000000000Z,3301.15,3301.93,3301.15,3301.69,84
2025-07-08T20:45:00.000000000Z,3301.62,3301.76,3300.3,3300.55,103
2025-07-08T20:50:00.000000000Z,3300.43,3300.71,3299.43,3300.51,300
2025-07-08T20:55:00.000000000Z,3300.53,3302.06,3300.53,3301.72,185
2025-07-08T22:00:00.000000000Z,3302.83,3302.97,3302.83,3302.97,2
2025-07-08T22:05:00.000000000Z,3302.975,3304.06,3302.615,3303.52,199
2025-07-08T22:10:00.000000000Z,3303.47,3303.69,3302.155,3303.69,164
2025-07-08T22:15:00.000000000Z,3303.695,3304.12,3300.768,3300.86,331
2025-07-08T22:20:00.000000000Z,3301.015,3302.455,3300.655,3301.86,255
2025-07-08T22:25:00.000000000Z,3301.87,3302.738,3301.69,3301.895,113
2025-07-08T22:30:00.000000000Z,3301.89,3302.895,3301.215,3301.35,233
2025-07-08T22:35:00.000000000Z,3301.345,3302.385,3301.045,3302.105,255
2025-07-08T22:40:00.000000000Z,3302.15,3302.22,3301.29,3301.885,201
