time,open,high,low,close,volume
2025-07-08T17:15:00.000000000Z,1.3585,1.35878,1.35838,1.35843,1174
2025-07-08T17:20:00.000000000Z,1.35842,1.35854,1.35799,1.3583,1108
2025-07-08T17:25:00.000000000Z,1.3583,1.35874,1.35822,1.35858,1137
2025-07-08T17:30:00.000000000Z,1.35858,1.35884,1.35835,1.3584,1130
2025-07-08T17:35:00.000000000Z,1.3584,1.35876,1.35838,1.3585,769
2025-07-08T17:40:00.000000000Z,1.35849,1.3591,1.35839,1.35898,846
2025-07-08T17:45:00.000000000Z,1.35902,1.3591,1.35871,1.35903,920
2025-07-08T17:50:00.000000000Z,1.35901,1.35915,1.35882,1.3591,865
2025-07-08T17:55:00.000000000Z,1.3591,1.35937,1.35899,1.35922,807
2025-07-08T18:00:00.000000000Z,1.35921,1.35944,1.35906,1.35928,924
2025-07-08T18:05:00.000000000Z,1.35928,1.35949,1.35916,1.35938,785
2025-07-08T18:10:00.000000000Z,1.35938,1.3597,1.35929,1.35939,731
2025-07-08T18:15:00.000000000Z,1.3594,1.3594,1.35898,1.35916,591
2025-07-08T18:20:00.000000000Z,1.35915,1.35918,1.35884,1.35902,615
2025-07-08T18:25:00.000000000Z,1.35902,1.35912,1.3588,1.3589,729
2025-07-08T18:30:00.000000000Z,1.3589,1.35894,1.35855,1.35892,842
2025-07-08T18:35:00.000000000Z,1.35892,1.3595,1.35888,1.3594,951
2025-07-08T18:40:00.000000000Z,1.35939,1.35946,1.35913,1.35914,591
2025-07-08T18:45:00.000000000Z,1.35914,1.3594,1.35905,1.35938,712
2025-07-08T18:50:00.000000000Z,1.35938,1.35966,1.35924,1.35963,802
2025-07-08T18:55:00.000000000Z,1.35964,1.35966,1.3593,1.35938,631
2025-07-08T19:00:00.000000000Z,1.35942,1.3597,1.35942,1.35967,464
2025-07-08T19:05:00.000000000Z,1.35968,1.35976,1.35923,1.35926,555
2025-07-08T19:10:00.000000000Z,1.35925,1.35946,1.35914,1.35919,513
2025-07-08T19:15:00.000000000Z,1.35919,1.3593,1.35912,1.35928,563
2025-07-08T19:20:00.000000000Z,1.35928,1.35948,1.35928,1.35944,583
2025-07-08T19:25:00.000000000Z,1.35944,1.35952,1.35914,1.35915,411
2025-07-08T19:30:00.000000000Z,1.35916,1.35932,1.35894,1.35898,569
2025-07-08T19:35:00.000000000Z,1.35899,1.35901,1.35861,1.35868,573
2025-07-08T19:40:00.000000000Z,1.35868,1.35876,1.35851,1.35856,731
2025-07-08T19:45:00.000000000Z,1.35858,1.35896,1.35857,1.35888,611
2025-07-08T19:50:00.000000000Z,1.35888,1.35898,1.35876,1.35886,467
2025-07-08T19:55:00.000000000Z,1.35885,1.359,1.35868,1.35891,962
2025-07-08T20:00:00.000000000Z,1.35888,1.35928,1.35884,1.35922,564
2025-07-08T20:05:00.000000000Z,1.35923,1.35938,1.3592,1.35938,244
2025-07-08T20:10:00.000000000Z,1.35938,1.35958,1.35924,1.35941,244
2025-07-08T20:15:00.000000000Z,1.35944,1.35952,1.35884,1.35895,380
2025-07-08T20:20:00.000000000Z,1.35894,1.35925,1.35894,1.35911,312
2025-07-08T20:25:00.000000000Z,1.35908,1.35932,1.35905,1.35928,194
2025-07-08T20:30:00.000000000Z,1.35926,1.35929,1.3588,1.3588,219
2025-07-08T20:35:00.000000000Z,1.3588,1.3592,1.35878,1.35912,268
2025-07-08T20:40:00.000000000Z,1.35907,1.3592,1.359,1.35904,285
2025-07-08T20:45:00.000000000Z,1.35904,1.35916,1.35884,1.35916,475
2025-07-08T20:50:00.000000000Z,1.35915,1.35928,1.3591,1.35915,242
2025-07-08T20:55:00.000000000Z,1.35916,1.35931,1.35907,1.35928,411
2025-07-08T21:00:00.000000000Z,1.35908,1.35908,1.35908,1.35908,1
2025-07-08T21:05:00.000000000Z,1.3591,1.35921,1.35865,1.3592,69
2025-07-08T21:10:00.000000000Z,1.35923,1.35923,1.35923,1.35923,1
2025-07-08T21:20:00.000000000Z,1.35896,1.35933,1.35896,1.35932,7
2025-07-08T21:25:00.000000000Z,1.35933,1.35938,1.35927,1.35929,22
2025-07-08T21:30:00.000000000Z,1.35927,1.35934,1.35893,1.35914,71
2025-07-08T21:35:00.000000000Z,1.35914,1.35914,1.35906,1.35912,60
2025-07-08T21:40:00.000000000Z,1.3591,1.35912,1.35898,1.35909,351
2025-07-08T21:45:00.000000000Z,1.35906,1.35908,1.3588,1.35887,814
2025-07-08T21:50:00.000000000Z,1.35885,1.35898,1.35884,1.35888,254
2025-07-08T21:55:00.000000000Z,1.35894,1.35902,1.35861,1.35895,740
2025-07-08T22:00:00.000000000Z,1.35878,1.35924,1.35862,1.35904,166
2025-07-08T22:05:00.000000000Z,1.35904,1.3593,1.35903,1.3593,61
2025-07-08T22:10:00.000000000Z,1.35926,1.35927,1.35908,1.3591,113
2025-07-08T22:15:00.000000000Z,1.35908,1.35926,1.35908,1.35924,206
2025-07-08T22:20:00.000000000Z,1.35924,1.35933,1.35919,1.35919,123
2025-07-08T22:25:00.000000000Z,1.3592,1.3593,1.3592,1.3593,51
2025-07-08T22:30:00.000000000Z,1.35932,1.3595,1.35931,1.35948,93
2025-07-08T22:35:00.000000000Z,1.35947,1.35947,1.35935,1.35938,72
2025-07-08T22:40:00.000000000Z,1.35939,1.35946,1.3593,1.3593,120
2025-07-08T22:45:00.000000000Z,1.35933,1.35938,1.35932,1.35934,24
2025-07-08T22:50:00.000000000Z,1.35935,1.35936,1.35927,1.3593,117
2025-07-08T22:55:00.000000000Z,1.35929,1.3594,1.35929,1.3593,68
2025-07-08T23:00:00.000000000Z,1.35936,1.35938,1.35918,1.35936,128
2025-07-08T23:05:00.000000000Z,1.35935,1.35935,1.35918,1.35926,189
2025-07-08T23:10:00.000000000Z,1.35928,1.35933,1.35919,1.35928,160
2025-07-08T23:15:00.000000000Z,1.3593,1.35936,1.35922,1.35928,87
2025-07-08T23:20:00.000000000Z,1.3593,1.3593,1.35906,1.35912,114
2025-07-08T23:25:00.000000000Z,1.35912,1.35916,1.35896,1.35897,79
2025-07-08T23:30:00.000000000Z,1.35896,1.35898,1.35878,1.3588,188
2025-07-08T23:35:00.000000000Z,1.3588,1.35882,1.35857,1.3586,184
2025-07-08T23:40:00.000000000Z,1.35861,1.35874,1.35854,1.35864,149
2025-07-08T23:45:00.000000000Z,1.35862,1.3588,1.35858,1.35874,172
2025-07-08T23:50:00.000000000Z,1.35872,1.35873,1.35847,1.35847,165
2025-07-08T23:55:00.000000000Z,1.35848,1.3585,1.35842,1.3585,212
2025-07-09T00:00:00.000000000Z,1.3585,1.35878,1.35844,1.3585,672
2025-07-09T00:05:00.000000000Z,1.3585,1.35853,1.35798,1.35811,462
2025-07-09T00:10:00.000000000Z,1.35812,1.3582,1.35765,1.35812,609
2025-07-09T00:15:00.000000000Z,1.35812,1.35812,1.35768,1.35812,590
2025-07-09T00:20:00.000000000Z,1.35814,1.35822,1.35798,1.35808,572
2025-07-09T00:25:00.000000000Z,1.3581,1.3583,1.35802,1.35812,404
2025-07-09T00:30:00.000000000Z,1.35814,1.35823,1.35762,1.35778,693
2025-07-09T00:35:00.000000000Z,1.3578,1.3582,1.35774,1.3581,612
2025-07-09T00:40:00.000000000Z,1.35808,1.3585,1.35804,1.35845,557
2025-07-09T00:45:00.000000000Z,1.35844,1.3585,1.35833,1.35846,417
2025-07-09T00:50:00.000000000Z,1.35846,1.35858,1.35834,1.35857,655
2025-07-09T00:55:00.000000000Z,1.35856,1.3587,1.35843,1.35862,435
2025-07-09T01:00:00.000000000Z,1.35864,1.35893,1.35851,1.35866,636
2025-07-09T01:05:00.000000000Z,1.35865,1.35872,1.35795,1.35799,626
2025-07-09T01:10:00.000000000Z,1.358,1.35804,1.35768,1.35802,793
2025-07-09T01:15:00.000000000Z,1.35802,1.3584,1.35791,1.35828,729
2025-07-09T01:20:00.000000000Z,1.35828,1.35874,1.35828,1.35866,784
2025-07-09T01:25:00.000000000Z,1.35867,1.35872,1.35826,1.3583,541
2025-07-09T01:30:00.000000000Z,1.35828,1.3588,1.35801,1.35868,747
2025-07-09T01:35:00.000000000Z,1.35868,1.35892,1.35846,1.35888,822
2025-07-09T01:40:00.000000000Z,1.35888,1.35912,1.35824,1.35842,783
2025-07-09T01:45:00.000000000Z,1.35842,1.35854,1.35818,1.35851,732
2025-07-09T01:50:00.000000000Z,1.3585,1.35856,1.3582,1.3584,602
2025-07-09T01:55:00.000000000Z,1.3584,1.35876,1.35831,1.35866,577
2025-07-09T02:00:00.000000000Z,1.35866,1.35906,1.35841,1.359,979
2025-07-09T02:05:00.000000000Z,1.359,1.35932,1.3589,1.35894,1176
2025-07-09T02:10:00.000000000Z,1.35892,1.35906,1.35881,1.35898,711
2025-07-09T02:15:00.000000000Z,1.35896,1.35896,1.35838,1.35846,661
2025-07-09T02:20:00.000000000Z,1.35845,1.35854,1.35828,1.3583,585
2025-07-09T02:25:00.000000000Z,1.3583,1.35848,1.35816,1.35832,541
2025-07-09T02:30:00.000000000Z,1.3583,1.35833,1.35798,1.35804,529
2025-07-09T02:35:00.000000000Z,1.35804,1.35809,1.35744,1.35749,720
2025-07-09T02:40:00.000000000Z,1.35748,1.3575,1.3568,1.35702,1041
2025-07-09T02:45:00.000000000Z,1.35702,1.35706,1.35652,1.35656,741
2025-07-09T02:50:00.000000000Z,1.35659,1.3571,1.3565,1.35698,698
2025-07-09T02:55:00.000000000Z,1.357,1.3575,1.35696,1.35744,633
2025-07-09T03:00:00.000000000Z,1.35744,1.35745,1.3568,1.35681,737
2025-07-09T03:05:00.000000000Z,1.35682,1.357,1.35655,1.35693,630
2025-07-09T03:10:00.000000000Z,1.35692,1.35711,1.35673,1.35684,490
2025-07-09T03:15:00.000000000Z,1.35683,1.35684,1.35645,1.35676,500
2025-07-09T03:20:00.000000000Z,1.35677,1.35712,1.35667,1.35709,602
2025-07-09T03:25:00.000000000Z,1.35711,1.35718,1.357,1.35704,457
2025-07-09T03:30:00.000000000Z,1.35704,1.35708,1.35681,1.3569,458
2025-07-09T03:35:00.000000000Z,1.35686,1.35698,1.35675,1.35682,378
2025-07-09T03:40:00.000000000Z,1.35682,1.35714,1.35677,1.35714,356
2025-07-09T03:45:00.000000000Z,1.35714,1.35715,1.35702,1.35712,254
2025-07-09T03:50:00.000000000Z,1.35713,1.3572,1.35688,1.35708,520
2025-07-09T03:55:00.000000000Z,1.35704,1.35712,1.35687,1.3569,599
2025-07-09T04:00:00.000000000Z,1.3569,1.35722,1.35664,1.35705,861
2025-07-09T04:05:00.000000000Z,1.35706,1.35709,1.35682,1.35706,388
2025-07-09T04:10:00.000000000Z,1.35706,1.35731,1.35692,1.35722,453
2025-07-09T04:15:00.000000000Z,1.35722,1.35738,1.35718,1.35731,395
2025-07-09T04:20:00.000000000Z,1.35732,1.35739,1.35702,1.35732,399
2025-07-09T04:25:00.000000000Z,1.35732,1.35735,1.35716,1.35722,279
2025-07-09T04:30:00.000000000Z,1.35723,1.35782,1.35718,1.35775,408
2025-07-09T04:35:00.000000000Z,1.35774,1.35814,1.35759,1.35801,867
2025-07-09T04:40:00.000000000Z,1.358,1.35827,1.35791,1.35806,637
2025-07-09T04:45:00.000000000Z,1.35808,1.35846,1.358,1.35846,441
2025-07-09T04:50:00.000000000Z,1.35846,1.35864,1.35832,1.35842,390
2025-07-09T04:55:00.000000000Z,1.35843,1.35869,1.3584,1.35858,384
2025-07-09T05:00:00.000000000Z,1.35858,1.35868,1.3584,1.3585,691
2025-07-09T05:05:00.000000000Z,1.35848,1.3588,1.35846,1.35876,591
2025-07-09T05:10:00.000000000Z,1.35876,1.35888,1.35852,1.3587,630
2025-07-09T05:15:00.000000000Z,1.3587,1.35896,1.3587,1.35893,687
2025-07-09T05:20:00.000000000Z,1.35892,1.35922,1.35889,1.35902,586
2025-07-09T05:25:00.000000000Z,1.35901,1.35914,1.35881,1.35891,456
2025-07-09T05:30:00.000000000Z,1.35894,1.35912,1.35879,1.35887,605
2025-07-09T05:35:00.000000000Z,1.35888,1.3592,1.35872,1.35908,543
2025-07-09T05:40:00.000000000Z,1.35907,1.35968,1.35902,1.35939,520
2025-07-09T05:45:00.000000000Z,1.35939,1.35944,1.35906,1.35912,506
2025-07-09T05:50:00.000000000Z,1.35911,1.35935,1.35894,1.35902,500
2025-07-09T05:55:00.000000000Z,1.35902,1.35913,1.35871,1.35875,693
2025-07-09T06:00:00.000000000Z,1.35876,1.35878,1.3584,1.35871,757
2025-07-09T06:05:00.000000000Z,1.35871,1.35886,1.35842,1.3585,593
2025-07-09T06:10:00.000000000Z,1.3585,1.3587,1.35816,1.35864,561
2025-07-09T06:15:00.000000000Z,1.35861,1.35878,1.35841,1.35842,368
2025-07-09T06:20:00.000000000Z,1.35842,1.35872,1.3584,1.3586,575
